Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
TCGA-W3-AA1Q	0	0.0328942061937276	0	0.335771603648693	0	0.21518015277577	0	0.0688794098742822	0.0600930211016977	0.0926398928217816	0	0.117446493338168	0.0683966720208225	0.0808670971220136	0.277202311800859	0.224991627314262	0.0398591655281642	0	0.121038665848136	0	0	0	0.28	0.0567792342924913	1.0928273756127	1.73526031938838
TCGA-W3-AA1R	0	0.0509956043359948	0.0889822959013477	0.640148034995092	0	0	0.0762622599164262	0.407977985615938	0.0093941353713753	0	0	0.186860961498539	0.0432420333981254	0.21988634091998	0.142732400444362	0.274810278935467	0.0200990440795154	0	0.00607265741403903	0	0	0	0.28	0.0567705169596597	1.08821460931819	2.1674640328262
TCGA-W3-AA1V	0.00993501314272537	0	0.00781344976909316	0.210487112009949	0	0.312133839482468	0	0.03478070623438	0.00652432095464303	0.0790325632594401	0	0.106871213046139	0.0864142179219629	0.0821421448828903	0.11175700722596	0.992924042131575	0	0	0	0.0693452939023512	0	0	0	0.298535100532703	0.973986162780979	2.11016092396358
TCGA-W3-AA1W	0	0.0656309429984404	0	2.93281152851025	0	0	0.326677727578125	0.792938843889482	0.296422522779323	0.205997599512433	0	0.414537396546194	0	0.240471742408663	0.88643792493384	1.14491475335581	0.0782118641810726	0	0	0	0	0	0	0.524293878258182	0.851419839773793	7.38505284669363
TCGA-W3-AA21	0	0.131141682622974	0	0.320997742537189	0	0.0151238612388706	0	0.0756905040600491	0.182648202515022	0	0	0.156527520872001	0.0499189812966687	0.0984535873761998	0.12983654020319	0.041403994729381	0.0186676920690865	0	0.118663135094406	0	0	0	0.57	0.0161375020561644	1.10654823897353	1.33907344461504
TCGA-WE-A8JZ	0.0780365883986944	0	0.0969133785753871	0.238015808447768	0	0.039569553396028	0	0.120867215650041	0.039180470860257	0	0	0.0635447568170749	0	0.95806838859258	0.114156541502107	0.221870283089086	0	0	0.0265028362579819	0	0	0	0.04	0.174774413376343	1.06255866340901	1.996725821587
TCGA-WE-A8K1	0	0.256592574286953	0	1.08128332340733	0	0.00587115052073582	0	0.291457224301751	0.203101172683423	0	0	0.370247118111486	0.0975760111961075	0.195591083575801	0.358642450254149	0.372685591401891	0.0306059711825553	0	0	0.020488192278462	0	0	0	0.245517695521182	1.0095385282055	3.28414186320064
TCGA-WE-A8K5	0	0.0223283948063102	0.00686163296915345	0.318590613403971	0	0	0	0.133612264723564	0.060530474977853	0	0	0.0510921841871514	0.0348383457052389	0.499125623853634	0.25247751921132	0.529530429356468	0	0	0.0425306011878625	0	0	0	0	0.272529450897489	0.993737288829615	1.95151808438253
TCGA-WE-A8K6	0	0.00472172214602874	0.000200920717165666	0.0409060758421644	0	0.0384433807864828	0	0.0571208621496256	0.0147912649918475	0	0	0.023642918524721	0	0.847515130427411	0.0899516675021108	0.299893745343996	0	0	0	0	0	0	0	0.230043953850743	1.08921232907031	1.41718768843155
TCGA-WE-A8ZM	0.208639897976045	0	0.284386427587812	0.34295104984952	0	0	0	0.211274091865819	0	0	0.0110903743507135	0.0296093892133359	0.0259446177285281	0.0600669981442	0.0139890653455848	0.82286561642015	0	0	0.0339326109244436	0	0	0	0.86	-0.0200917670424405	1.09097185166853	2.04475013940615
TCGA-WE-A8ZN	0	0.125555758392462	0	0.63849013486662	0	0	0.0375143083241065	0.139145852197559	0.0329602098686579	0	0	0.134062049180323	0.017401584818164	0.234122741543954	0.171104171944358	0.344259927640697	0.0352546510672121	0	0.061898764597139	0	0	0	0	0.324440947203502	0.957786849856983	1.97177015444125
TCGA-WE-A8ZO	0	0	0.170225968799835	0.942153230332493	0	0	0	0.153696274650776	0.0554467069958335	0	0	0.217268285184655	0.0829188604472605	0	0.302283866904045	1.08002454255765	0	0	0	0.00505498856495505	0	0.00112309769927591	0	0.21746116745913	1.01298894800177	3.01019582213678
TCGA-WE-A8ZQ	0	0.107745132796931	0.216646030886601	0.0721100168491079	0	0.00964752142571559	0	0.083505448054705	0.0609286559358515	0	0.248841598607547	0	0.0772875431746486	0.777802440392938	0.000852029895179663	0.363976026432079	0.0400090130118563	0	0.0523439144364259	0	0	0	0.05	0.14467423879566	1.05356576446588	2.11169537189959
TCGA-WE-A8ZR	0.14782425327193	0.272193153991507	0.210718837133158	0.287927648821626	0	0.0127019008892174	0	0.29579222430967	0.143160491283029	0	0	0.115377116351548	0	1.05067976488484	0.145956258167541	0.425589859047329	0	0	0	0	0	0	0.05	0.143840227434105	1.04512928999039	3.10792150815139
TCGA-WE-A8ZT	0.396969016860294	0	0.356261628602604	0.333668853144073	0.0439961510989138	0	0	0.180003481073229	0.131409756759414	0	0	0.0690025174872692	0.0984117400233834	0.0042108282691566	0.225941932784847	0.500755582276796	0	0	0.0532177729059284	0	0	0	0.74	-0.00472026512429642	1.07666185458801	2.39384926128591
TCGA-WE-A8ZX	0	0.0136489560920391	0.230165228989036	0.90156422747703	0	0.0107518387716072	0.131078612126719	0.333258859861627	0.00207315626830532	0	0	0.306682684293154	0.141353319992237	0	0.366015170509401	0.313456743374761	0.0122406642471141	0	0	0	0	0	0.02	0.193144568852044	1.03579535533927	2.76228946200303
TCGA-WE-A8ZY	0.16827372726251	0	0	0.397659666524373	0.0603681672136409	0	0.00704499923232932	0.318173624510406	0	0	0.00674750226101599	0.0433915054826261	0.10533035640192	0.228874365029995	0.226524945776382	2.23146111069577	0	0	0	0.104148674965482	0	0.00265596414135668	0.31	0.0501619257212222	1.10799421515345	3.90065460949781
TCGA-WE-AA9Y	0.102293232434397	0.118366733473372	0.131717502805606	0.191673521398954	0	0.383310882318951	0	0.119001952794926	0.121116359636447	0	0	0.0839287569978051	0.141122573574262	0.086239035465895	0.00171255924564323	0.594342108863556	0	0	0.0428498517530983	0	0	0	0.05	0.141860731538402	1.02697832467247	2.11767507076291
TCGA-WE-AAA0	0.575126371982575	0.160990642504118	0.0273284942953378	0.22771982312461	0	0.313147278509383	0.039673809436814	0.289519736901082	0.0169502484063624	0	0	0.125224369133532	0.00943468639489177	0.281762755678973	0.171583953984853	0.473315772288067	0	0	0	0	0	0	0.27	0.0645020865777745	1.06817259187807	2.7117779426406
TCGA-WE-AAA3	0	0.110626884595403	0.0981662297012938	0.919802658886388	0	0.200881762086323	0	0.119416418279764	0.001364730480231	0	0	0.319344333258446	0.157859942945463	0	0.346416776865745	1.44712930712076	0.0358384222696084	0	0	0.104899045482063	0	0	0.12	0.099163509239571	1.06565496616126	3.86174651197149
TCGA-WE-AAA4	0	0.192080059208773	0	2.23684194500397	0	0	0.235588269972045	0.314311555517567	0	0	0.247969345796356	0.514726048957545	0.581872035807536	0.150812012268196	0.342387670440364	0.849166706113834	0.0931978622375515	0	0	0.28343632945295	0	0	0	0.288713946981627	0.983513998219784	6.04238984077669
TCGA-XV-AB01	0	0.160588570574685	0.0723389923447226	0.499430748318253	0	0.109031879492064	0	0.0482283783422832	0.180426111777731	0	0	0.180160260828206	0.0388346980260937	0.00971321509029458	0.0680624534794229	0.411820713068445	0.00159488500941253	0	0	0.00504930068281053	0	0.00499344447861644	0.09	0.11164992678093	1.06137783561894	1.79027365151304
TCGA-YD-A89C	0	0.0147286627624355	0.0105652473396443	0.123990083112768	0	0.0192963901081356	0.00173249677770863	0.156839143619063	0.0652213620230014	0	0.0764246784285667	0	0.22561401802965	0.130226523848193	0	0.319551823571726	0	0	0	0	0	0	0.55	0.019991139245118	1.0921160721317	1.14419042962089
TCGA-YD-A9TA	0.119467258308158	0	0.0391124715215825	0.261450852666473	0	0.152889446658993	0.0312202785168888	0.169182223933686	0.0129822355169386	0	0	0.151776448506171	0.0762592081295684	0.721598960984981	0.227529238193136	0.489149157599601	0	0	0	0.0598866249880215	0	0	0	0.394367980054199	0.924400680553822	2.5125044055242
TCGA-YG-AA3O	0.012592392984143	0.0522758138509722	0	0.455173296040318	0	0.0127652995772987	0.00253088411806702	0.19244732726964	0.0112633865314414	0	0.101986542032083	0.0291802056207342	0.113355551516069	0.125300476280945	0.259477022848012	0.66953249783601	0.0386250225200706	0	0.0619739392708081	0	0	0	0.3	0.0507428177083852	1.08192303800818	2.13847965829661
TCGA-YG-AA3P	0.00696856313022521	0.0080270505664268	0.00071529643047463	0.107053405128947	0	0	0	0.0631990911688984	0.0368289574533582	0	0	0.00334577171651203	0.0645823061759107	0.06123389907309	0.076735770473431	0.354936300739038	0.00194039572901326	0	0.120267926200835	0	0.010232048187884	0	0.55	0.021325424495697	1.08963785013273	0.916066782174043
TCGA-Z2-A8RT	0.0929618419894713	0.0779341057429222	0	0.521483792792827	0	0.172958628387831	0	0.251254864299326	0.152469238574337	0	0.0209921241236196	0.144282402593129	0.22119029975686	0.112408463316664	0.433368554775571	0.545521785602804	0.0493818105374091	0	0.153943895746152	0	0	0	0.04	0.177787131184901	1.02306678095867	2.95015180823892
TCGA-Z2-AA3S	0.0319155325732893	0	0.0560528366536756	0.733942577250696	0	0	0	0.12950724838629	0.0615562036469423	0	0	0.291855224988392	0.319175373509284	0	0.0522583831349804	1.29473077135323	0	0	0.216022338302161	0	0	0	0.21	0.0745309046089144	1.07194621119665	3.18701648979894
TCGA-Z2-AA3V	0	0.259730608403932	0	0.804128833643651	0	0	0	0.255434466001421	0.383242755955882	0	0.0470439280622673	0.41979339389689	0	1.77500326882842	0.295526015311188	0.721385398120867	0	0	0.205653583389572	0	0	0	0	0.398084796839563	0.92403698758878	5.16694225161409
